'Elapsed time','chest_ecg','wrist_ppg','wrist_gyro_x','wrist_gyro_y','wrist_gyro_z','wrist_low_noise_accelerometer_x','wrist_low_noise_accelerometer_y','wrist_low_noise_accelerometer_z','wrist_wide_range_accelerometer_x','wrist_wide_range_accelerometer_y','wrist_wide_range_accelerometer_z','wrist_mag_x','wrist_mag_y','wrist_mag_z','sample_times_for_all_signals_apart_from_ecg'
'0:31.883',-14.164,1365.617,-4.553,-2.843,0.277,1.049,-0.692,9.558,0.877,-0.658,9.401,0.097,0.819,-0.432,17.904
'0:31.887',-46.786,1366.467,-4.854,-2.767,-0.334,1.086,-0.715,9.618,0.915,-0.686,9.48,0.097,0.819,-0.432,17.907
'0:31.891',-38.144,1367.404,-4.968,-2.551,-0.798,1.122,-0.751,9.679,0.924,-0.782,9.557,0.098,0.819,-0.434,17.911
'0:31.895',2.561,1368.359,-5.193,-2.119,-1.769,1.183,-0.787,9.752,0.924,-0.791,9.596,0.091,0.821,-0.438,17.915
'0:31.898',35.983,1369.136,-5.359,-1.56,-2.065,1.207,-0.811,9.788,1.039,-0.811,9.657,0.091,0.822,-0.434,17.919
'0:31.902',45.692,1369.548,-6.012,-0.653,-2.451,1.23,-0.871,9.799,1.087,-0.812,9.648,0.097,0.819,-0.432,17.923
'0:31.906',21.152,1369.53,-6.48,0.644,-2.522,1.218,-0.896,9.774,1.067,-0.899,9.647,0.098,0.817,-0.436,17.927
'0:31.910',1.494,1369.112,-7.194,1.452,-2.612,1.12,-0.907,9.664,1.01,-0.919,9.606,0.088,0.819,-0.436,17.931
'0:31.914',-8.776,1368.436,-9.167,1.959,-2.278,1.022,-0.883,9.578,0.895,-0.909,9.526,0.088,0.819,-0.436,17.935
'0:31.918',17.658,1367.774,-9.472,2.542,-2.312,0.937,-0.821,9.542,0.81,-0.88,9.428,0.095,0.817,-0.438,17.939
'0:31.922',54.602,1367.411,-9.743,2.293,-2.368,0.876,-0.844,9.565,0.79,-0.86,9.437,0.097,0.821,-0.438,17.943
'0:31.926',79.382,1367.478,-10.13,2.439,-3.129,0.925,-0.868,9.601,0.752,-0.879,9.436,0.09,0.815,-0.442,17.946
'0:31.930',66.445,1367.993,-10.564,2.504,-3.601,0.949,-0.88,9.65,0.761,-0.897,9.485,0.09,0.817,-0.442,17.95
'0:31.934',61.057,1368.948,-10.897,2.387,-4.516,0.949,-0.904,9.662,0.819,-0.927,9.496,0.09,0.819,-0.442,17.954
'0:31.938',23.046,1370.29,-11.497,2.41,-4.737,0.937,-0.892,9.637,0.771,-0.936,9.485,0.09,0.819,-0.444,17.958
'0:31.941',8.749,1371.928,-11.805,2.706,-4.98,0.9,-0.879,9.637,0.732,-0.897,9.485,0.093,0.824,-0.444,17.962
'0:31.945',14.164,1373.722,-12.057,2.965,-5.089,0.851,-0.865,9.685,0.674,-0.935,9.493,0.097,0.819,-0.45,17.966
'0:31.949',30.595,1375.496,-11.916,3.435,-5.19,0.826,-0.9,9.696,0.683,-0.933,9.562,0.097,0.815,-0.448,17.97
'0:31.953',41.371,1377.043,-11.906,4.304,-5.37,0.874,-0.972,9.768,0.692,-0.981,9.62,0.091,0.812,-0.448,17.974
'0:31.957',53.508,1378.28,-11.786,5.3,-5.865,0.911,-1.009,9.756,0.76,-1.031,9.582,0.091,0.821,-0.448,17.978
'0:31.961',56.469,1379.218,-12.31,6.047,-5.835,0.911,-1.022,9.719,0.75,-1.06,9.591,0.091,0.819,-0.444,17.982
'0:31.965',62.417,1379.869,-12.421,6.056,-6.033,0.898,-1.046,9.67,0.741,-1.11,9.512,0.091,0.819,-0.444,17.986
'0:31.969',63.751,1380.291,-12.704,6.291,-5.861,0.911,-1.024,9.586,0.732,-1.151,9.424,0.093,0.815,-0.453,17.989
'0:31.973',43.265,1380.678,-12.633,6.235,-5.786,0.96,-0.991,9.479,0.762,-1.055,9.357,0.098,0.813,-0.453,17.993
'0:31.977',24.14,1381.33,-13.199,6.066,-5.756,1.034,-0.934,9.42,0.819,-0.988,9.388,0.093,0.815,-0.453,17.997
'0:31.980',25.207,1382.532,-13.559,6.038,-6.119,1.145,-0.877,9.411,0.965,-0.924,9.274,0.095,0.812,-0.455,18.001
'0:31.984',12.803,1384.557,-14.037,6.63,-6.352,1.255,-0.879,9.424,1.07,-0.906,9.295,0.093,0.81,-0.457,18.005
'0:31.988',29.528,1387.546,-14.464,7.109,-6.64,1.414,-0.918,9.45,1.156,-0.906,9.365,0.091,0.81,-0.455,18.009
'0:31.992',72.126,1391.383,-14.966,8.199,-7.004,1.524,-0.956,9.475,1.32,-0.978,9.299,0.091,0.81,-0.455,18.013
'0:31.996',68.605,1395.683,-15.616,8.838,-7.139,1.597,-0.958,9.5,1.33,-0.988,9.328,0.091,0.806,-0.457,18.017
'0:32.000',42.198,1399.886,-16.311,10.078,-6.974,1.609,-0.982,9.5,1.397,-0.998,9.359,0.097,0.813,-0.461,18.021
'0:32.004',33.823,1403.437,-16.702,11.309,-6.786,1.573,-0.957,9.524,1.397,-0.998,9.349,0.095,0.808,-0.463,18.025
'0:32.008',16.858,1405.946,-17.278,12.696,-6.288,1.512,-0.955,9.511,1.329,-0.977,9.397,0.095,0.808,-0.467,18.029
'0:32.012',23.846,1407.225,-17.546,13.09,-5.876,1.426,-0.954,9.498,1.224,-1.014,9.356,0.095,0.81,-0.461,18.032
'0:32.016',18.192,1407.281,-17.829,14.011,-5.145,1.353,-0.928,9.485,1.194,-0.984,9.404,0.095,0.81,-0.461,18.036
'0:32.020',8.216,1406.295,-17.912,14.129,-4.729,1.291,-0.951,9.484,1.127,-0.896,9.365,0.104,0.806,-0.463,18.04
'0:32.023',1.76,1404.611,-18.124,14.594,-4.456,1.218,-0.962,9.459,1.089,-0.955,9.305,0.1,0.808,-0.467,18.044
'0:32.027',17.125,1402.657,-18.482,14.749,-3.759,1.144,-0.972,9.457,1.012,-0.953,9.323,0.1,0.805,-0.465,18.048
'0:32.031',22.78,1400.736,-18.358,14.932,-3.211,1.132,-0.995,9.481,0.964,-0.961,9.361,0.104,0.805,-0.469,18.052
'0:32.035',17.125,1398.872,-18.128,14.735,-2.661,1.143,-1.042,9.541,0.944,-0.999,9.419,0.097,0.808,-0.473,18.056
'0:32.039',23.58,1396.945,-18.004,14.613,-2.136,1.143,-1.102,9.564,0.963,-1.106,9.428,0.105,0.81,-0.469,18.06
'0:32.043',17.658,1394.966,-17.937,14.382,-1.66,1.13,-1.15,9.551,0.953,-1.125,9.438,0.105,0.81,-0.469,18.064
'0:32.047',18.192,1393.157,-17.623,13.955,-0.952,1.13,-1.151,9.502,0.935,-1.165,9.369,0.104,0.803,-0.476,18.068
'0:32.051',8.482,1391.753,-17.66,13.621,-0.285,1.105,-1.163,9.465,0.896,-1.174,9.378,0.1,0.799,-0.471,18.071
'0:32.055',1.76,1390.819,-17.29,13.194,0.266,1.093,-1.188,9.404,0.897,-1.185,9.28,0.105,0.805,-0.478,18.075
'0:32.059',37.343,1390.286,-16.921,12.719,0.791,1.044,-1.201,9.319,0.878,-1.235,9.172,0.109,0.808,-0.478,18.079
'0:32.063',107.176,1390.087,-16.548,11.831,1.274,0.983,-1.165,9.197,0.802,-1.196,9.132,0.112,0.799,-0.484,18.083
'0:32.066',247.881,1390.181,-16.604,10.403,1.694,0.91,-1.142,9.088,0.726,-1.158,9.024,0.112,0.799,-0.484,18.087
'0:32.070',350.335,1390.401,-16.385,9.289,2.215,0.885,-1.155,9.015,0.678,-1.158,8.984,0.111,0.803,-0.48,18.091
'0:32.074',445.241,1390.425,-16.016,8.415,2.709,0.922,-1.18,8.991,0.718,-1.21,8.847,0.107,0.798,-0.486,18.095
'0:32.078',457.644,1389.934,-15.683,7.367,3.073,0.983,-1.217,9.003,0.776,-1.26,8.809,0.109,0.801,-0.484,18.099
'0:32.082',392.934,1388.804,-15.48,6.968,2.998,1.068,-1.279,9.027,0.823,-1.289,8.868,0.112,0.805,-0.488,18.103
'0:32.086',298.588,1387.184,-15.259,6.888,2.826,1.14,-1.364,9.075,0.967,-1.359,8.899,0.118,0.796,-0.492,18.107
'0:32.090',251.135,1385.368,-14.969,7.602,3.152,1.213,-1.413,9.112,1.005,-1.416,8.968,0.114,0.798,-0.492,18.111
'0:32.094',204.216,1383.678,-15.022,8.265,3.279,1.261,-1.497,9.159,1.024,-1.483,9.036,0.114,0.798,-0.492,18.114
'0:32.098',161.084,1382.413,-14.812,8.871,3.635,1.261,-1.545,9.195,1.062,-1.523,9.017,0.118,0.798,-0.488,18.118
'0:32.102',130.089,1381.821,-14.892,8.429,4.306,1.211,-1.555,9.194,1.072,-1.592,8.997,0.116,0.801,-0.494,18.122
'0:32.105',72.927,1382.054,-14.775,8.354,4.381,1.102,-1.504,9.217,0.927,-1.569,9.053,0.118,0.798,-0.492,18.126
'0:32.109',28.701,1383.145,-14.415,8.481,5.096,1.004,-1.476,9.301,0.869,-1.528,9.111,0.112,0.792,-0.501,18.13
'0:32.113',-3.628,1385.013,-14.08,8.721,5.407,0.991,-1.511,9.385,0.858,-1.505,9.277,0.116,0.792,-0.499,18.134
'0:32.117',-19.819,1387.463,-13.581,8.537,5.479,1.028,-1.486,9.471,0.81,-1.504,9.257,0.116,0.799,-0.505,18.138
'0:32.121',-5.522,1390.167,-12.99,8.721,5.299,1.065,-1.51,9.495,0.858,-1.504,9.336,0.123,0.799,-0.505,18.142
'0:32.125',34.116,1392.683,-12.839,8.49,5.344,1.078,-1.45,9.496,0.858,-1.494,9.336,0.114,0.796,-0.507,18.146
'0:32.129',25.74,1394.551,-12.713,8.307,5.838,0.993,-1.377,9.448,0.838,-1.465,9.336,0.119,0.787,-0.501,18.15
'0:32.133',14.697,1395.502,-12.608,7.941,6.442,0.871,-1.303,9.411,0.704,-1.414,9.304,0.118,0.794,-0.501,18.154
'0:32.137',-0.133,1395.548,-12.27,7.283,7.011,0.822,-1.279,9.375,0.657,-1.366,9.245,0.119,0.794,-0.499,18.157
'0:32.141',-4.721,1394.931,-12.14,6.86,7.139,0.774,-1.242,9.363,0.599,-1.317,9.216,0.121,0.792,-0.501,18.161
'0:32.145',0.934,1394,-11.894,6.522,7.678,0.774,-1.254,9.362,0.58,-1.288,9.215,0.121,0.792,-0.501,18.165
'0:32.148',24.407,1393.052,-11.765,6.141,7.251,0.761,-1.254,9.338,0.61,-1.271,9.118,0.119,0.792,-0.503,18.169
'0:32.152',28.701,1392.188,-11.352,5.901,7.262,0.749,-1.242,9.314,0.551,-1.288,9.166,0.118,0.785,-0.507,18.173
'0:32.156',30.595,1391.324,-11.162,5.629,7.401,0.749,-1.242,9.302,0.551,-1.278,9.196,0.123,0.792,-0.505,18.177
'0:32.160',27.634,1390.331,-10.961,5.239,7.663,0.737,-1.242,9.289,0.581,-1.299,9.147,0.123,0.796,-0.507,18.181
'0:32.164',34.383,1389.167,-10.632,4.98,7.768,0.762,-1.243,9.266,0.59,-1.329,9.108,0.123,0.783,-0.509,18.185
'0:32.168',41.371,1387.982,-10.497,5.295,7.532,0.785,-1.316,9.265,0.609,-1.338,9.176,0.119,0.787,-0.511,18.189
'0:32.172',29.261,1387.09,-10.438,6.047,7.581,0.833,-1.413,9.288,0.628,-1.396,9.186,0.119,0.787,-0.511,18.193
'0:32.176',30.328,1386.815,-9.995,6.714,7.888,0.856,-1.533,9.334,0.628,-1.473,9.205,0.123,0.787,-0.509,18.196
'0:32.180',42.198,1387.31,-9.712,7.569,7.72,0.867,-1.641,9.308,0.686,-1.591,9.185,0.125,0.79,-0.513,18.2
'0:32.184',48.92,1388.487,-9.432,8.415,7.933,0.891,-1.726,9.307,0.666,-1.668,9.204,0.128,0.79,-0.511,18.204
'0:32.188',42.198,1390.038,-9.342,9.035,8.259,0.854,-1.762,9.245,0.686,-1.786,9.135,0.128,0.787,-0.513,18.208
'0:32.191',47.053,1391.575,-9.142,9.486,8.48,0.781,-1.738,9.196,0.609,-1.766,9.085,0.132,0.785,-0.513,18.212
'0:32.195',45.959,1392.847,-8.742,9.087,9.001,0.671,-1.724,9.171,0.466,-1.765,9.034,0.132,0.785,-0.513,18.216
'0:32.199',56.202,1393.819,-8.517,9.031,9.691,0.609,-1.746,9.17,0.456,-1.804,9.024,0.13,0.787,-0.517,18.22
'0:32.203',48.12,1394.537,-8.105,8.556,10.26,0.646,-1.758,9.218,0.494,-1.765,9.044,0.137,0.789,-0.522,18.224
'0:32.207',59.456,1394.955,-7.385,8.02,10.223,0.743,-1.807,9.279,0.542,-1.794,9.094,0.133,0.787,-0.515,18.228
'0:32.211',48.12,1394.959,-7.049,7.654,10.223,0.829,-1.845,9.304,0.609,-1.825,9.075,0.135,0.783,-0.519,18.232
'0:32.215',61.323,1394.53,-6.791,7.471,10.219,0.89,-1.809,9.354,0.676,-1.854,9.154,0.137,0.787,-0.513,18.236
'0:32.219',69.699,1393.753,-6.366,7.038,10.571,0.878,-1.749,9.379,0.695,-1.814,9.213,0.142,0.792,-0.515,18.239
'0:32.223',78.315,1392.767,-6.255,6.724,11.373,0.879,-1.712,9.392,0.714,-1.795,9.223,0.142,0.792,-0.515,18.243
'0:32.227',107.176,1391.822,-6.144,6.273,12.194,0.855,-1.64,9.369,0.676,-1.698,9.165,0.14,0.782,-0.515,18.247
'0:32.230',112.004,1391.272,-5.978,5.629,12.752,0.855,-1.616,9.345,0.647,-1.697,9.204,0.146,0.783,-0.517,18.251
'0:32.234',109.31,1391.355,-5.938,5.107,13.176,0.832,-1.556,9.309,0.648,-1.621,9.136,0.139,0.785,-0.519,18.255
'0:32.238',102.588,1392.021,-5.956,4.154,13.528,0.808,-1.46,9.286,0.628,-1.591,9.136,0.161,0.792,-0.503,18.259
'0:32.242',126.568,1392.951,-6.012,3.754,14.026,0.784,-1.435,9.311,0.59,-1.484,9.116,0.142,0.783,-0.519,18.263
'0:32.246',183.997,1393.774,-5.981,3.28,14.585,0.796,-1.423,9.36,0.609,-1.465,9.136,0.142,0.783,-0.519,18.267
'0:32.250',219.046,1394.237,-6.064,2.838,15.252,0.845,-1.435,9.421,0.657,-1.454,9.196,0.144,0.778,-0.526,18.271
'0:32.254',157.296,1394.335,-5.762,2.627,15.342,0.894,-1.47,9.493,0.723,-1.463,9.295,0.146,0.783,-0.519,18.275
'0:32.258',95.839,1394.3,-5.79,2.702,15.851,0.894,-1.459,9.445,0.685,-1.472,9.333,0.146,0.783,-0.519,18.279
'0:32.262',118.219,1394.513,-6.135,2.622,16.335,0.809,-1.422,9.384,0.637,-1.473,9.234,0.14,0.783,-0.526,18.282
'0:32.266',148.147,1395.297,-6.738,2.067,17.32,0.736,-1.374,9.323,0.551,-1.424,9.165,0.146,0.783,-0.524,18.286
'0:32.270',146.253,1396.684,-7.046,1.273,19.704,0.675,-1.36,9.311,0.503,-1.385,9.155,0.149,0.778,-0.517,18.29
'0:32.273',153.002,1398.349,-7.104,1.682,20.221,0.686,-1.396,9.359,0.484,-1.443,9.154,0.149,0.778,-0.517,18.294
'0:32.277',174.554,1399.733,-7.058,2.03,20.476,0.759,-1.48,9.455,0.503,-1.48,9.232,0.149,0.783,-0.517,18.298
'0:32.281',197.467,1400.297,-7.385,2.227,20.588,0.844,-1.553,9.527,0.598,-1.559,9.282,0.147,0.783,-0.524,18.302
'0:32.285',196.934,1399.715,-7.246,2.368,21.135,0.916,-1.637,9.575,0.636,-1.607,9.331,0.147,0.782,-0.524,18.306
'0:32.289',226.862,1397.966,-7.575,2.843,21.855,0.977,-1.686,9.599,0.722,-1.685,9.41,0.146,0.782,-0.53,18.31
'0:32.293',230.649,1395.318,-7.622,3.106,22.454,0.989,-1.71,9.623,0.769,-1.742,9.518,0.151,0.783,-0.526,18.314
'0:32.297',251.402,1392.24,-7.692,3.308,23.204,0.952,-1.709,9.623,0.76,-1.761,9.488,0.151,0.783,-0.528,18.318
'0:32.301',245.747,1389.244,-7.763,3.176,23.976,0.903,-1.709,9.586,0.741,-1.752,9.439,0.156,0.782,-0.528,18.321
'0:32.305',202.055,1386.797,-7.655,3.19,24.541,0.879,-1.698,9.513,0.683,-1.76,9.467,0.154,0.785,-0.524,18.325
'0:32.309',184.263,1385.205,-7.615,2.814,24.669,0.781,-1.697,9.451,0.627,-1.714,9.32,0.156,0.78,-0.526,18.329
'0:32.313',197.2,1384.557,-7.4,2.002,25.216,0.745,-1.625,9.392,0.569,-1.695,9.261,0.151,0.776,-0.532,18.333
'0:32.316',226.595,1384.672,-7.243,1.847,25.137,0.696,-1.613,9.318,0.542,-1.667,9.153,0.161,0.78,-0.528,18.337
'0:32.320',254.096,1385.173,-7.138,1.405,25.19,0.696,-1.614,9.306,0.542,-1.657,9.144,0.158,0.78,-0.53,18.341
'0:32.324',280.236,1385.619,-7.015,1.287,24.849,0.72,-1.638,9.294,0.561,-1.668,9.114,0.158,0.78,-0.53,18.345
'0:32.328',281.597,1385.724,-6.609,0.536,24.714,0.721,-1.628,9.222,0.533,-1.64,9.007,0.163,0.778,-0.528,18.349
'0:32.332',262.978,1385.456,-6.689,-0.221,24.481,0.709,-1.605,9.161,0.504,-1.649,9.055,0.161,0.78,-0.532,18.353
'0:32.336',198.294,1384.975,-5.966,-0.578,24.092,0.66,-1.603,9.161,0.505,-1.631,8.987,0.168,0.78,-0.53,18.357
'0:32.340',209.604,1384.466,-5.645,-0.968,23.829,0.648,-1.568,9.125,0.485,-1.582,8.977,0.172,0.776,-0.53,18.361
'0:32.344',199.361,1384.027,-5.587,-1.489,23.297,0.612,-1.532,9.065,0.457,-1.573,8.928,0.17,0.78,-0.53,18.364
'0:32.348',73.993,1383.696,-5.436,-1.969,22.994,0.587,-1.544,9.052,0.4,-1.573,8.859,0.165,0.78,-0.534,18.368
'0:32.352',-2.294,1383.542,-5.165,-2.119,22.529,0.514,-1.543,9.015,0.371,-1.601,8.877,0.165,0.78,-0.534,18.372
'0:32.355',54.335,1383.577,-5.156,-2.937,22.327,0.465,-1.53,9.014,0.313,-1.572,8.847,0.163,0.776,-0.534,18.376
'0:32.359',52.441,1383.745,-4.879,-3.247,22.049,0.428,-1.552,9.05,0.265,-1.541,8.876,0.168,0.782,-0.53,18.38
'0:32.363',-0.667,1383.943,-4.537,-2.401,21.618,0.464,-1.576,9.11,0.264,-1.598,8.934,0.168,0.783,-0.532,18.384
'0:32.367',-17.658,1384.044,-4.026,-2.049,21.188,0.488,-1.635,9.194,0.264,-1.666,8.963,0.172,0.773,-0.53,18.388
'0:32.371',-0.133,1383.971,-3.826,-1.818,20.629,0.5,-1.67,9.242,0.244,-1.693,9.05,0.182,0.776,-0.524,18.392
'0:32.375',16.298,1383.755,-3.694,-1.203,20.727,0.426,-1.692,9.301,0.244,-1.711,9.109,0.182,0.776,-0.524,18.396
'0:32.379',16.031,1383.462,-3.503,-0.869,20.562,0.389,-1.726,9.348,0.224,-1.72,9.147,0.172,0.775,-0.534,18.4
'0:32.383',15.764,1383.204,-3.355,-0.315,20.644,0.364,-1.772,9.396,0.136,-1.774,9.311,0.17,0.778,-0.53,18.404
'0:32.387',31.395,1383.166,-2.727,-0.24,20.618,0.351,-1.807,9.431,0.137,-1.813,9.272,0.17,0.776,-0.534,18.407
'0:32.391',62.15,1383.483,-2.656,0.122,20.457,0.351,-1.855,9.455,0.117,-1.87,9.33,0.172,0.776,-0.54,18.411
'0:32.395',93.145,1384.159,-2.152,0.207,20.112,0.35,-1.891,9.478,0.165,-1.929,9.32,0.179,0.778,-0.534,18.415
'0:32.398',125.501,1385.107,-1.727,0.648,19.928,0.363,-1.867,9.467,0.174,-1.92,9.311,0.172,0.78,-0.532,18.419
'0:32.402',174.554,1386.18,-1.733,0.475,19.715,0.327,-1.82,9.358,0.185,-1.883,9.223,0.172,0.78,-0.532,18.423
'0:32.406',175.648,1387.215,-1.595,-0.282,19.449,0.279,-1.736,9.286,0.176,-1.835,9.175,0.181,0.776,-0.536,18.427
'0:32.410',115.525,1388.09,-1.471,-0.963,19.13,0.243,-1.629,9.215,0.08,-1.738,9.086,0.177,0.773,-0.536,18.431
'0:32.414',148.147,1388.811,-1.462,-1.414,18.969,0.268,-1.582,9.192,0.129,-1.622,9.088,0.177,0.778,-0.532,18.435
'0:32.418',110.67,1389.4,-1.268,-1.673,18.478,0.305,-1.57,9.205,0.119,-1.603,9.068,0.179,0.78,-0.54,18.439
'0:32.422',31.128,1389.77,-1.188,-2.377,17.792,0.366,-1.572,9.218,0.215,-1.625,9.05,0.182,0.782,-0.538,18.443
'0:32.426',81.275,1389.77,-1.327,-2.655,17.23,0.464,-1.586,9.231,0.225,-1.614,9.09,0.182,0.782,-0.538,18.446
'0:32.430',124.967,1389.341,-1.41,-2.833,16.252,0.61,-1.624,9.293,0.379,-1.607,9.073,0.182,0.778,-0.534,18.45
'0:32.434',91.251,1388.602,-1.875,-2.143,15.222,0.72,-1.661,9.354,0.493,-1.656,9.172,0.184,0.783,-0.536,18.454
'0:32.438',18.725,1387.756,-2.019,-1.583,14.461,0.794,-1.674,9.404,0.541,-1.714,9.241,0.189,0.789,-0.534,18.458
'0:32.441',-21.979,1386.961,-2.195,-0.714,13.73,0.781,-1.673,9.415,0.532,-1.734,9.192,0.184,0.782,-0.532,18.462
'0:32.445',-43.265,1386.316,-2.601,-0.061,13.037,0.708,-1.66,9.403,0.551,-1.715,9.163,0.181,0.776,-0.536,18.466
'0:32.449',-39.771,1385.87,-3.189,1.433,12.333,0.61,-1.61,9.378,0.512,-1.665,9.25,0.182,0.771,-0.536,18.47
'0:32.453',2.561,1385.581,-3.315,1.541,11.842,0.513,-1.597,9.34,0.435,-1.644,9.22,0.182,0.771,-0.536,18.474
'0:32.457',57.296,1385.281,-3.728,1.128,11.257,0.367,-1.533,9.327,0.282,-1.624,9.149,0.182,0.778,-0.528,18.478
'0:32.461',99.627,1384.776,-3.7,1.222,10.747,0.244,-1.518,9.338,0.119,-1.525,9.108,0.184,0.78,-0.538,18.482
'0:32.465',71.033,1384.027,-3.54,1.057,10.331,0.159,-1.491,9.398,0.08,-1.475,9.147,0.189,0.776,-0.534,18.486
'0:32.469',96.106,1383.215,-3.743,0.531,10.129,0.085,-1.477,9.421,-0.075,-1.518,9.261,0.186,0.775,-0.538,18.489
'0:32.473',117.685,1382.542,-3.792,-0.376,9.897,0.037,-1.452,9.397,-0.104,-1.516,9.339,0.186,0.78,-0.54,18.493
'0:32.477',102.855,1382.03,-4.233,-0.601,9.552,0.037,-1.441,9.361,-0.084,-1.499,9.242,0.186,0.78,-0.536,18.497
'0:32.480',37.61,1381.581,-4.288,-1.048,9.406,0.073,-1.478,9.385,-0.132,-1.519,9.172,0.182,0.778,-0.536,18.501
'0:32.484',30.062,1381.1,-4.479,-0.662,8.975,0.146,-1.515,9.421,-0.055,-1.539,9.242,0.189,0.778,-0.534,18.505
'0:32.488',49.187,1380.559,-4.294,-0.503,8.66,0.243,-1.613,9.421,0.06,-1.628,9.233,0.186,0.775,-0.542,18.509
'0:32.492',94.212,1379.95,-4.528,-0.362,8.203,0.352,-1.676,9.397,0.108,-1.677,9.273,0.188,0.775,-0.54,18.513
'0:32.496',94.772,1379.242,-4.907,-0.244,7.547,0.401,-1.738,9.373,0.166,-1.727,9.234,0.189,0.775,-0.538,18.517
'0:32.500',99.894,1378.462,-5.131,-0.301,7.18,0.425,-1.763,9.336,0.214,-1.758,9.186,0.195,0.78,-0.542,18.521
'0:32.504',128.462,1377.74,-5.396,0.146,6.719,0.425,-1.775,9.36,0.243,-1.797,9.215,0.195,0.78,-0.542,18.525
'0:32.508',54.335,1377.19,-5.47,0.902,6.385,0.437,-1.81,9.384,0.232,-1.814,9.293,0.188,0.775,-0.536,18.529
'0:32.512',-24.673,1376.88,-5.488,0.794,5.88,0.485,-1.859,9.396,0.271,-1.844,9.274,0.189,0.776,-0.545,18.532
'0:32.516',-42.998,1376.963,-5.664,1.118,5.434,0.497,-1.908,9.371,0.339,-1.924,9.245,0.189,0.776,-0.538,18.536
'0:32.520',-33.556,1377.695,-5.802,0.808,4.594,0.534,-1.922,9.311,0.339,-1.974,9.167,0.189,0.78,-0.536,18.54
'0:32.523',20.352,1379.291,-6.19,0.338,3.811,0.473,-1.886,9.262,0.311,-1.985,9.059,0.195,0.778,-0.547,18.544
'0:32.527',46.226,1381.786,-6.28,0.385,3.211,0.388,-1.836,9.25,0.244,-1.857,9.078,0.195,0.775,-0.545,18.548
'0:32.531',38.677,1385.017,-6.353,0.169,3.122,0.291,-1.761,9.274,0.147,-1.854,9.164,0.189,0.775,-0.545,18.552
'0:32.535',10.109,1388.599,-6.523,-0.099,2.915,0.218,-1.712,9.237,0.061,-1.796,9.085,0.188,0.775,-0.538,18.556
'0:32.539',19.019,1392.007,-6.489,-0.611,2.522,0.217,-1.735,9.261,0.051,-1.766,9.125,0.193,0.778,-0.547,18.56
'0:32.543',20.619,1394.743,-6.674,-0.399,1.997,0.29,-1.784,9.322,0.08,-1.795,9.154,0.193,0.776,-0.545,18.564
'0:32.547',-2.294,1396.572,-6.409,-0.155,1.3,0.338,-1.845,9.358,0.099,-1.835,9.125,0.189,0.767,-0.538,18.568
'0:32.551',-7.949,1397.576,-6.252,0.009,0.633,0.387,-1.882,9.37,0.156,-1.874,9.174,0.195,0.767,-0.549,18.571
'0:32.555',-6.055,1398.008,-6.526,0.141,0.345,0.387,-1.857,9.382,0.185,-1.903,9.174,0.195,0.767,-0.549,18.575
'0:32.559',92.879,1398.067,-6.246,0.038,-0.045,0.339,-1.821,9.358,0.205,-1.904,9.165,0.189,0.778,-0.545,18.579
'0:32.563',231.716,1397.83,-6.159,-0.042,-0.199,0.315,-1.797,9.286,0.147,-1.845,9.155,0.196,0.78,-0.545,18.583
'0:32.566',182.636,1397.342,-5.947,-0.019,-0.51,0.303,-1.737,9.287,0.128,-1.786,9.145,0.195,0.771,-0.545,18.587
'0:32.570',69.699,1396.739,-5.898,0.531,-1.102,0.316,-1.701,9.312,0.08,-1.687,9.194,0.212,0.775,-0.528,18.591
'0:32.574',-14.164,1396.203,-5.368,0.672,-1.574,0.34,-1.713,9.324,0.128,-1.728,9.165,0.191,0.775,-0.545,18.595
'0:32.578',5.522,1395.851,-5.39,0.611,-2.08,0.401,-1.763,9.287,0.128,-1.748,9.136,0.196,0.778,-0.545,18.599
'0:32.582',-33.289,1395.694,-5.067,0.258,-2.664,0.413,-1.777,9.191,0.215,-1.78,9.02,0.196,0.778,-0.545,18.603
'0:32.586',-81.542,1395.739,-5.051,-0.536,-3.268,0.377,-1.719,9.058,0.207,-1.783,8.893,0.193,0.773,-0.545,18.607
'0:32.590',-123.073,1395.987,-5.221,-1.269,-3.792,0.328,-1.671,9.022,0.13,-1.733,8.882,0.189,0.771,-0.549,18.611
'0:32.594',-63.484,1396.377,-5.279,-1.02,-4.148,0.292,-1.645,9.046,0.111,-1.734,8.843,0.195,0.773,-0.551,18.614
'0:32.598',-2.561,1396.844,-5.193,-0.522,-4.324,0.291,-1.692,9.094,0.13,-1.751,8.95,0.188,0.771,-0.551,18.618
'0:32.602',7.149,1397.44,-5.067,-0.324,-4.961,0.315,-1.777,9.092,0.177,-1.81,8.98,0.189,0.771,-0.549,18.622
'0:32.605',13.87,1398.241,-4.759,-0.456,-5.332,0.363,-1.862,9.079,0.149,-1.829,8.94,0.189,0.771,-0.549,18.626
'0:32.609',-37.343,1399.189,-4.679,-0.179,-5.936,0.412,-1.864,9.044,0.198,-1.852,8.833,0.195,0.775,-0.551,18.63
'0:32.613',-86.13,1400.12,-4.565,-0.075,-6.078,0.462,-1.794,8.985,0.207,-1.833,8.824,0.188,0.771,-0.545,18.634
'0:32.617',-137.077,1400.897,-4.596,-0.865,-6.389,0.402,-1.686,8.938,0.237,-1.757,8.757,0.193,0.776,-0.551,18.638
